istante_utc,istante_italia,localita,stazione,vento_medio_kn,raffica_kn,direzione_gradi,direzione_testo,vento_medio_ms,raffica_ms,temperatura_c,umidita_pct,punto_rugiada_c,pressione_hpa,radiazione_wm2,uv,pioggia_mm,pioggia_giorno_mm
2026-07-30 18:05:02,2026-07-30 20:05:02,torbole,circolo_surf_torbole,0.8,2.9,203.0,SSW,0.4,1.5,30.6,57.0,21.09,1007.88,29.93,0.0,0.0,0.0
2026-07-30 19:49:02,2026-07-30 21:49:02,torbole,circolo_surf_torbole,0.0,0.0,203.0,SSW,0.0,0.0,29.3,58.0,20.16,1008.38,0.0,0.0,0.0,0.0
